,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff,results
36,AA,-8.97%,January15,1,Basic Materials,3850000000.0,0.14356771015882258,0.06362771272324608,0.00010875207408389542,-0.01617897070370115,-0.04181609421208962,3-Hold ,HOLD,,F,Alcoa Corporation,Aluminum,USA,,20.42,2148266.0,Today After Market EPS,,182.8,15.7,-6.0,28.21,0.83,4.58,6.8,0.34,,1.3,1.5,0.4,,Jan 15/a,20.4,0.4,4.4,-6.9,0.8,-5.0,-15.4,14.2,3990000.0,185050000.0,4.79,0.1,0.0,91.7,0.06,189010000.0,2.22,-12.65,-4.19,6.26,-4.46,-5.3,-29.25,2.7,1.47,2.85,4.01,-35.09,24.01,0.64,,-0.39,45.88,-2.62,-7.43,-2.7,0.6,-8.97,0
37,BK,-8.01%,January15,1,Financial,47920000000.0,0.14317983074570292,0.05936209694482386,0.011152639957708745,0.007925205712949503,-0.005057708701153589,2-Buy ,HOLD,,D,The Bank of New York Mellon Corporation,Asset Management,USA,13.29,50.79,977695.0,Tomorrow Before Market EPS,4.67,7.22,17.8,29.5,11.88,1.27,0.32,14.8,6.23,2.85,13.9,,0.76,2.43,Jan 16/b,,0.76,42.6,48.1,,1.0,9.8,3.9,4200000.0,919890000.0,0.98,0.1,-27.55,86.8,0.05,939350000.0,2.16,18.33,-0.41,16.17,-0.47,1.35,5.35,2.9,0.63,1.21,1.09,-6.39,25.38,0.65,1.08,-0.55,54.32,0.18,8.99,2.18,0.14,-8.01,0
38,CCI,0.28%,January15,1,Technology,59050000000.0,0.3255354167173209,0.0007481209977413528,-0.003107955861196388,0.0027504509269419947,0.031155889513684087,4-Sell ,BUY,,A,Crown Castle International Corp. (REIT),Diversified Communication Services,USA,71.55,144.12,381671.0,Today After Market EPS,21.0,19.94,55.1,27.8,58.56,5.21,324.46,,10.12,3.41,13.6,0.7,1.58,3.38,Jan 15/a,65.9,1.57,28.0,14.2,0.7,2.3,7.1,4.6,2009999.9999999998,413850000.0,1.19,0.1,3.92,94.3,0.04,416000000.0,2.44,6.95,7.54,4.28,2.22,-0.14,33.39,2.5,0.52,1.48,1.27,-3.57,35.46,2.09,0.32,0.12,63.01,2.79,6.94,5.77,1.41,0.28,0
39,EGBN,-0.03%,January15,1,Financial,1630000000.0,0.0012377182622003602,0.00028764656708517576,0.19983424696632326,0.06760208467757264,0.025686482769301758,3-Hold ,BUY,,D,"Eagle Bancorp, Inc.",Regional - Mid-Atlantic Banks,USA,11.24,47.63,33066.0,Today After Market EPS,4.3,4.14,20.2,32.1,10.95,1.39,3.85,,3.81,2.61,20.1,,0.18,1.82,Jan 15/a,,0.18,73.0,34.5,,1.7,12.8,19.3,184720.0,30790000.0,3.61,0.1,-6.88,75.8,0.02,33840000.0,6.01,-11.47,2.92,14.29,1.11,-0.84,-5.56,2.5,0.51,1.68,1.61,-21.75,28.25,0.84,0.89,-0.93,49.01,-1.92,-0.5,2.1,-0.46,-0.03,0
40,HOMB,5.06%,January15,1,Financial,3250000000.0,0.1067676703961297,,0.021289647282780304,0.014695630234928102,0.0057894103081505615,4-Sell ,BUY,,D,"Home Bancshares, Inc. (Conway, AR)",Money Center Banks,USA,11.33,19.23,160587.0,Tomorrow Before Market EPS,5.0,-2.28,24.8,51.3,11.5,1.3,7.33,23.82,4.51,2.27,25.8,,0.15,2.71,Jan 16/b,,0.15,78.0,39.9,,1.9,12.0,17.0,586420.0,152760000.0,4.92,4.0,-3.84,67.9,0.09,169360000.0,12.81,1.16,-1.08,2.95,-1.59,-2.29,6.25,2.1,0.77,1.49,1.48,-5.72,17.25,0.31,1.19,-0.57,46.48,-1.9,2.37,0.53,0.55,5.06,1
41,HWC,-0.14%,January15,1,Financial,3880000000.0,0.2607814604994928,0.00012467282249417622,0.03486993560909468,0.018435451097502664,0.006738857468008064,2-Buy ,BUY,,D,Hancock Whitney Corporation,Regional - Southeast Banks,USA,11.63,43.99,163834.0,Today After Market EPS,8.0,4.07,14.0,37.0,10.63,1.06,7.5,27.85,3.49,1.45,7.3,,0.07,2.45,Jan 15/a,,0.07,75.0,29.3,,1.1,9.9,22.8,477530.0,82780000.0,4.84,0.6,-0.34,82.0,-0.01,87980000.0,8.39,13.92,3.5,17.1,2.42,0.5,17.13,2.2,0.93,1.58,1.5,-1.71,30.75,0.72,1.36,-0.52,60.7,0.62,9.72,4.32,0.23,-0.14,0
42,MS,7.65%,January15,1,Financial,85310000000.0,-0.01510510885636904,0.1956004537794797,-0.043940305787972735,-0.0074814468638062705,-0.014955436418331376,3-Hold ,BUY,,C,Morgan Stanley,Investment Brokerage - National,USA,11.29,52.75,3776405.0,Tomorrow Before Market EPS,7.51,5.18,28.0,26.6,10.24,1.15,2.39,2.93,1.64,1.5,6.3,,5.87,2.65,Jan 16/b,70.3,2.62,20.0,14.9,,0.9,10.7,1.8,8730000.0,1230000000.0,1.4,23.8,-0.03,62.5,0.08,1610000000.0,1.97,18.97,4.28,25.11,3.81,3.4,24.44,2.1,1.18,1.11,1.22,-1.0,35.99,0.68,1.34,-0.81,68.06,2.73,16.6,5.41,0.53,7.65,1
43,PPG,-2.60%,January15,1,Basic Materials,30860000000.0,0.13419491170789116,-0.005566304877158307,0.013885046692141459,-0.017573390391044087,0.004929222014543484,4-Sell ,BUY,,C,"PPG Industries, Inc.",Specialty Chemicals,USA,25.74,131.65,405405.0,Tomorrow Before Market EPS,8.31,9.55,12.7,-8.4,19.0,5.87,20.71,25.72,2.04,3.1,1.5,1.5,1.05,1.57,Jan 16/b,42.4,0.93,10.7,8.0,1.1,7.0,24.4,14.2,1300000.0,235880000.0,2.52,0.1,-22.33,79.4,0.01,237520000.0,4.56,10.25,-2.86,10.85,1.44,-2.67,27.43,2.4,0.85,1.09,1.2,-2.03,32.41,1.56,1.24,-0.17,54.25,0.28,10.51,1.1,1.48,-2.6,0
44,TSM,0.83%,January15,1,Technology,298780000000.0,0.18691228183906788,0.01557034422075958,-0.02392858404605899,-0.017094559093732784,0.019699475816869386,1-Strong Buy ,BUY,,A,Taiwan Semiconductor Manufacturing Company Limited,Semiconductor - Integrated Circuits,Taiwan,28.48,58.79,3848512.0,Tomorrow Before Market EPS,11.9,28.54,13.8,2.3,21.78,5.91,14.86,45.44,8.59,2.39,11.6,1.7,0.1,4.01,Jan 16/b,45.2,0.03,34.1,31.6,1.5,15.2,20.1,18.2,6530000.0,4780000000.0,0.3,,,20.1,0.2,4950000000.0,2.23,44.41,2.92,20.86,3.43,3.82,68.68,1.7,1.62,1.39,1.44,-3.03,68.83,1.09,1.03,-1.04,55.47,0.31,27.17,5.54,-1.48,0.83,0
45,WNS,3.52%,January15,1,Services,3360000000.0,0.26203456833509337,0.003758839287055547,0.0046085251766877855,-0.10196793081039296,-0.01715495421694868,3-Hold ,BUY,,A,WNS (Holdings) Limited,Business Services,India,30.7,68.27,118717.0,Tomorrow Before Market EPS,10.88,7.63,20.5,30.9,20.72,6.14,23.92,19.65,3.95,2.82,10.0,1.9,0.09,,Jan 16/b,37.5,0.05,16.2,13.5,1.9,13.2,21.4,15.3,176240.0,25350000.0,0.11,0.07,0.0,98.2,0.03,49820000.0,0.16,13.92,8.14,12.5,1.84,2.07,49.94,1.6,1.81,1.64,1.82,-0.41,53.87,1.04,1.22,-0.01,73.53,3.61,13.46,6.88,1.13,3.52,1
46,BEDU,-0.84%,January16,1,Services,1140000000.0,0.055701342118027235,0.0026707201547348327,0.002338395946935634,0.002089835413850475,0.009483927592345237,2-Buy ,HOLD,,D,Bright Scholar Education Holdings Limited,Education & Training Services,China,32.81,9.37,45690.0,Today After Market EPS,15.86,24.83,54.8,-2.6,16.82,2.83,2.27,9.16,3.09,2.07,34.2,1.5,0.79,1.08,Jan 16/a,38.1,0.77,11.7,9.4,1.5,4.5,8.7,4.5,38770.0,19730000.0,0.48,20.54,0.0,52.9,0.05,123950000.0,2.45,-4.36,-2.95,-1.71,0.22,4.42,-20.79,3.5,3.2,3.18,3.02,-26.06,11.79,0.3,,1.3,57.17,4.11,-3.3,2.8,0.54,-0.84,0
47,BMTC,-0.38%,January16,1,Financial,802120000.0,0.020191919514218167,0.031123388558626175,0.0005372195416081619,0.01824792010241557,0.01015322348872647,3-Hold ,BUY,,D,Bryn Mawr Bank Corporation,Regional - Mid-Atlantic Banks,USA,13.82,40.01,15937.0,Today After Market EPS,7.0,1.79,11.0,38.2,12.66,1.33,5.9,,4.13,1.97,18.2,,0.2,2.62,Jan 16/a,,0.2,72.7,30.9,,1.3,10.3,18.4,69940.0,19810000.0,0.43,1.2,-1.81,77.3,0.01,20230000.0,1.22,7.74,-0.92,10.88,-2.56,-3.86,8.72,2.4,0.63,1.16,1.3,-3.37,20.29,0.52,0.73,0.68,44.78,-1.97,6.77,0.39,0.23,-0.38,0
48,CFG,2.74%,January16,1,Financial,17160000000.0,0.10282893412622797,0.00028609414499335215,0.02524187896475875,0.08334897263767534,0.011633398535055815,3-Hold ,BUY,,D,"Citizens Financial Group, Inc.",Regional - Mid-Atlantic Banks,USA,10.46,39.54,1414310.0,Tomorrow Before Market EPS,5.41,2.01,20.7,33.4,10.08,0.84,2.95,21.69,2.75,1.93,10.5,,0.62,3.69,Jan 17/b,,0.62,68.6,27.9,,1.1,8.5,10.8,3430000.0,433340000.0,1.8,0.1,3.53,99.9,-0.05,440220000.0,2.28,13.48,-2.84,10.99,-1.96,-4.01,17.76,1.9,1.12,1.26,1.47,-3.42,26.28,0.63,1.48,0.82,48.18,-1.56,9.95,0.91,0.56,2.74,1
49,CSX,-0.13%,January16,1,Services,58970000000.0,0.08736162520217476,0.15171019228562893,0.08376945284494881,0.03807704005596274,0.0001659623317588436,3-Hold ,HOLD,,C,CSX Corporation,Railroads,USA,17.9,76.01,2191344.0,Today After Market EPS,8.46,4.35,16.0,78.8,17.27,4.99,23.05,23.42,4.84,2.12,0.4,1.4,1.41,1.28,Jan 16/a,76.8,1.35,41.5,27.9,1.3,9.0,27.7,14.2,4250000.0,781130000.0,1.16,0.15,-74.26,74.4,-5.68,786390000.0,2.12,5.06,3.04,8.41,2.19,3.63,15.17,2.6,1.42,1.34,1.37,-5.62,20.67,1.08,1.18,0.88,71.75,4.13,4.8,5.36,0.71,-0.13,0
50,FAST,-0.38%,January16,1,Services,21080000000.0,-0.022717489108617882,-0.5796039121270041,-0.051727176192278936,0.003188629802445156,0.05759022338763103,3-Hold ,HOLD,,C,Fastenal Company,Industrial Equipment Wholesale,USA,27.41,36.87,1256563.0,Tomorrow Before Market EPS,19.0,5.28,11.4,34.3,25.29,8.16,110.24,1164.55,3.99,1.44,8.3,4.5,0.17,2.39,Jan 17/b,47.4,0.17,19.9,14.8,2.1,21.5,31.9,26.9,3700000.0,572020000.0,5.19,0.25,-14.19,87.6,-0.1,572940000.0,8.02,20.27,-0.65,2.77,1.63,-0.43,34.79,3.0,0.93,1.42,1.54,-2.94,36.34,0.62,1.21,0.3,53.7,0.33,10.14,1.18,-0.2,-0.38,0
51,FHN,3.80%,January16,1,Financial,5040000000.0,0.03570261816203128,0.000675858062095358,0.028639617214503237,0.04396702221926647,0.052183642293359984,3-Hold ,BUY,,C,First Horizon National Corporation,Regional - Southeast Banks,USA,12.42,16.45,1706793.0,Tomorrow Before Market EPS,9.5,2.49,76.2,66.7,9.82,1.1,1.44,5.78,3.11,1.31,16.1,,0.26,3.46,Jan 17/b,,0.26,71.4,25.5,,1.0,9.2,19.0,3680000.0,306800000.0,4.11,1.2,-7.64,83.6,0.0,311370000.0,3.42,1.89,-1.16,0.19,0.81,-2.29,12.44,2.2,1.25,1.33,1.59,-5.77,23.42,0.25,1.3,0.49,52.91,0.02,5.61,0.25,0.95,3.8,1
52,INDB,-1.19%,January16,1,Financial,2770000000.0,0.025344303101883268,0.03891111924622237,0.005546305710595334,-0.042529372134898345,-0.03465135333814639,4-Sell ,BUY,,C,Independent Bank Corp.,Regional - Northeast Banks,USA,16.99,81.26,38517.0,Today After Market EPS,6.1,6.16,15.1,35.1,14.6,1.64,11.72,24.72,6.57,2.79,9.5,,0.13,2.19,Jan 16/a,,0.13,87.9,35.0,,1.4,10.7,21.9,128560.0,33760000.0,2.26,0.6,-21.18,81.0,0.34,34500000.0,5.93,10.4,-5.04,9.27,-2.28,-3.59,11.04,2.2,0.82,1.44,1.6,-7.38,30.23,1.32,1.15,0.26,38.56,-2.68,4.65,-3.35,0.88,-1.19,0
53,JBHT,-4.40%,January16,1,Services,12680000000.0,0.033728946183873634,0.00039678889704821183,0.08690007905079256,0.03677498100296362,0.01977904260793703,3-Hold ,HOLD,,C,"J.B. Hunt Transport Services, Inc.",Trucking,USA,27.16,119.58,195302.0,Tomorrow Before Market EPS,9.11,9.46,9.2,-50.2,20.18,5.79,168.85,132.64,1.4,2.98,9.1,1.3,0.59,0.87,Jan 17/b,17.4,0.59,7.2,5.1,,8.7,21.3,16.4,791010.0,84600000.0,5.63,2.5,-9.88,81.0,3.14,106530000.0,6.02,21.75,5.34,6.66,0.23,1.93,22.62,2.8,0.67,1.71,1.33,-2.21,42.98,2.07,1.1,0.61,63.89,2.1,14.09,2.72,-0.14,-4.4,0
54,JEF,0.91%,January16,1,Financial,6580000000.0,-0.08512985382785701,0.000214280466298078,-0.0015785536221041446,-0.0014036395132279722,-0.016640911779632006,5-Strong Sell ,BUY,,D,Jefferies Financial Group Inc.,Investment Brokerage - Regional,USA,5.77,22.13,372524.0,Today After Market EPS,18.0,29.44,11.1,123.9,17.19,0.67,0.36,,1.43,0.32,-14.9,0.9,1.93,2.31,Jan 16/a,57.1,1.06,-12.3,17.4,0.9,1.7,8.1,2.4,1380000.0,249690000.0,1.94,9.7,-2.58,75.2,-2.04,303480000.0,3.53,10.6,0.93,18.91,2.94,1.5,18.95,2.0,0.74,1.62,2.47,-1.58,33.78,0.38,1.55,1.01,66.01,3.14,16.83,6.27,0.94,0.91,0
55,KSU,3.21%,January16,1,Services,16000000000.0,0.22532937904470604,0.0612001187430451,-0.035507808660541845,0.002526383147394679,0.016787883943976567,3-Hold ,BUY,,B,Kansas City Southern,Railroads,USA,28.04,160.75,650107.0,Tomorrow Before Market EPS,14.52,15.04,13.2,13.5,20.0,3.26,259.68,17.5,5.65,1.93,2.8,0.8,0.55,1.0,Jan 17/b,68.2,0.49,32.0,20.2,0.6,6.0,11.9,9.4,1070000.0,98640000.0,5.15,0.4,-7.74,93.2,0.1,100160000.0,4.75,36.75,5.46,19.03,0.6,4.28,57.58,2.3,1.63,1.4,1.65,-0.58,59.02,2.33,0.95,0.51,65.62,3.25,21.95,4.6,0.16,3.21,1
56,OZK,-3.89%,January16,1,Financial,3850000000.0,-0.011277441873244243,0.0681015037024281,0.0207272744751208,0.012406303078508549,0.013675272806115876,3-Hold ,BUY,,D,Bank OZK,Regional - Southeast Banks,USA,8.8,30.52,236313.0,Today After Market EPS,12.0,-9.19,20.8,-13.6,10.06,0.97,,7.41,3.28,0.73,39.0,,0.14,3.46,Jan 16/a,,0.14,71.1,35.3,,1.8,10.8,16.4,752060.0,119530000.0,5.14,0.3,0.0,85.7,-0.23,128259999.99999999,8.17,6.9,-3.87,6.62,-1.96,-1.52,13.19,2.6,0.86,1.55,1.84,-10.98,25.54,0.53,1.83,0.2,51.63,-0.68,3.9,1.04,1.56,-3.89,0
57,PBCT,-4.19%,January16,1,Financial,7330000000.0,0.02447830388555304,0.0041408821568568645,0.07861310018961376,0.05262952432369477,0.01691076530116862,3-Hold ,HOLD,,D,"People's United Financial, Inc.",Savings & Loans,USA,12.71,16.5,607480.0,Today After Market EPS,13.73,2.53,11.3,33.1,11.81,0.93,6.45,,4.03,0.93,9.2,,0.13,4.36,Jan 16/a,,0.13,73.3,27.6,,1.0,7.6,15.1,3200000.0,440900000.0,3.62,0.2,-32.06,71.4,0.14,450030000.0,4.97,0.06,-2.22,2.84,-1.33,-3.67,4.76,2.9,0.52,1.32,1.42,-8.49,19.48,0.25,1.22,0.74,47.57,-1.1,1.73,-0.62,0.61,-4.19,0
58,PRGS,4.10%,January16,1,Technology,2020000000.0,0.023043182011315368,0.0007269472243933706,0.001103400315514591,0.15573032060183326,0.06529067169887119,3-Hold ,STRONG BUY,,C,Progress Software Corporation,Application Software,USA,41.6,46.36,122140.0,Today After Market EPS,10.0,7.03,13.3,73.8,15.98,6.08,13.92,23.53,4.97,4.16,3.5,1.1,0.89,1.46,Jan 16/a,82.5,0.86,17.2,12.2,1.1,6.7,15.5,15.6,232790.0,44120000.0,1.73,0.6,0.0,94.8,0.03,44720000.0,3.29,6.62,11.01,12.22,6.52,8.93,23.9,1.2,1.51,1.57,2.03,-2.5,45.8,0.74,0.8,0.38,81.65,9.4,12.01,11.01,2.16,4.1,1
59,RF,-1.20%,January16,1,Financial,15930000000.0,0.02773890664657301,0.0010796378010127226,0.014469736688884691,0.01119870412352005,0.024187600254159548,3-Hold ,BUY,,D,Regions Financial Corporation,Regional - Southeast Banks,USA,11.14,16.5,3789954.0,Tomorrow Before Market EPS,8.35,7.19,11.9,28.8,10.04,1.05,3.14,6.73,3.4,1.33,3.8,,0.4,3.8,Jan 17/b,,0.4,73.4,32.6,,1.2,10.3,15.9,8490000.0,959420000.0,1.45,0.1,-15.96,74.8,0.02,976440000.0,1.64,10.88,-5.01,4.48,-0.85,-4.95,7.94,2.4,1.2,1.26,1.26,-5.93,23.32,0.26,1.49,0.74,43.59,-2.3,6.38,-1.94,0.43,-1.2,0
60,SLB,1.47%,January16,1,Basic Materials,53100000000.0,0.3566017455565088,,0.0008438735454546986,-0.03809715874313983,-0.026926452022162255,5-Strong Sell ,BUY,,F,Schlumberger Limited,Oil & Gas Equipment & Services,USA,,38.84,4233409.0,Tomorrow Before Market EPS,9.01,15.72,-21.4,249.1,22.73,2.22,23.17,59.73,1.62,,-6.7,1.3,0.7,5.22,Jan 17/b,12.5,0.68,-29.6,-30.2,0.9,-14.7,-30.1,4.9,11130000.0,1380000000.0,1.46,0.1,-12.75,79.6,-0.03,1390000000.0,1.81,-0.78,-1.72,16.82,-2.74,-4.65,-8.13,2.1,1.03,2.22,2.68,-20.69,26.48,0.98,1.62,0.63,47.61,-2.92,3.13,2.41,0.51,1.47,0
61,STT,5.77%,January16,1,Financial,29970000000.0,-0.05793511823712834,0.01933607192586351,-0.08297837755260562,-0.017242490855869614,-0.00917610082178726,1-Strong Buy ,BUY,,C,State Street Corporation,Asset Management,USA,16.31,80.01,2241740.0,Tomorrow Before Market EPS,-0.14,12.63,7.4,6.7,12.24,1.38,0.31,6.84,7.49,,6.0,,0.53,2.56,Jan 17/b,,0.53,63.9,47.9,,0.8,8.9,6.0,2530000.0,362210000.0,1.46,0.4,-6.72,94.5,-0.01,369100000.0,2.08,48.76,2.63,36.76,-0.34,2.67,18.28,2.2,2.44,1.33,1.46,-3.5,64.62,1.3,1.57,-1.4,52.17,-0.64,25.89,3.99,-0.04,5.77,1
62,ALLT,24.92%,February3,1,Technology,329440000.0,0.04557444757457623,0.08726999777926332,0.0013657654599228408,0.0010298118933860679,0.0011766893987644124,3-Hold ,STRONG BUY,,B,Allot Ltd.,Communication Equipment,Israel,,9.55,55042.0,Tomorrow Before Market EPS,,78.3,-27.51,-53.3,,2.47,,,3.1,,,,,,Feb 04/b,,,,,,,,,103650.0,22320000.0,2.22,4.68,0.0,82.38,,34350000.0,4.78,34.5,12.82,23.74,-1.74,12.82,37.2,1.5,1.41,2.65,2.41,-5.02,41.62,0.26,,1.36,57.66,0.78,20.6,7.19,-1.8,24.92,1
63,AQUA,10.72%,February3,1,Industrial Goods,2340000000.0,0.5410119133801865,0.00034931010886793954,-0.18781605921685696,-0.008208642855000411,-0.03215336678101721,3-Hold ,BUY,,B,Evoqua Water Technologies Corp.,Pollution & Treatment Controls,USA,,20.21,299967.0,Tomorrow Before Market EPS,11.78,18.27,38.4,-474.8,31.8,6.32,21.34,64.6,1.62,,5.6,2.0,2.76,,Feb 04/b,29.9,2.67,0.1,-0.7,1.6,-0.6,-2.7,-0.6,658780.0,78670000.0,1.94,0.7,-15.58,90.6,0.26,117420000.0,2.32,46.52,5.38,13.98,2.83,5.38,84.74,2.5,1.22,2.62,2.81,-1.0,91.6,0.51,,0.65,63.47,5.01,27.31,5.32,0.47,10.72,1
64,ARMK,-1.96%,February3,1,Services,11320000000.0,0.01275650855677668,0.8592239507789989,0.03230101451057029,0.06310217571399335,0.04943949768737908,4-Sell ,BUY,,B,Aramark,Specialty Eateries,USA,25.5,44.19,542600.0,Tomorrow Before Market EPS,9.2,11.22,22.6,33.4,16.87,3.29,45.9,30.37,0.7,2.77,1.8,1.0,2.01,1.0,Feb 04/b,10.4,1.99,5.5,2.8,0.8,3.3,13.7,7.7,2180000.0,247100000.0,3.58,0.4,-17.82,,0.63,256450000.0,4.06,23.5,1.71,0.78,-4.23,1.71,33.96,2.2,0.68,1.66,1.8,-6.64,72.95,0.78,0.88,0.61,43.27,-2.8,11.6,-0.19,-0.73,-1.96,0
65,ATI,13.46%,February3,1,Industrial Goods,2250000000.0,-0.24509002793846385,0.00020731703352794284,0.015030273438242148,0.008462712511573045,0.02205724726100773,5-Strong Sell ,HOLD,,D,Allegheny Technologies Incorporated,Metal Fabrication,USA,9.71,17.07,323678.0,Tomorrow Before Market EPS,14.2,13.74,30.5,289.6,12.86,1.0,4.39,9.84,0.54,0.68,0.0,3.2,0.72,,Feb 04/b,14.9,0.71,8.3,5.8,1.6,4.4,12.1,10.4,1370000.0,124810000.0,12.57,0.4,3.25,,,130180000.0,11.46,-17.62,-16.51,-10.06,-5.01,-16.51,-37.02,2.6,0.64,3.75,3.36,-42.03,0.41,0.69,2.21,0.35,30.22,-7.92,-21.38,-17.72,-1.21,13.46,1
66,AXE,0.34%,February3,1,Services,3340000000.0,-0.05979114257830327,0.002419175606216111,0.005859514557717678,0.04166312143632405,0.018811901814915474,3-Hold ,HOLD,,B,Anixter International Inc.,Industrial Equipment Wholesale,USA,16.51,98.16,91331.0,Tomorrow Before Market EPS,8.0,7.88,-3.1,5.8,13.14,1.91,34.87,16.41,0.38,2.06,9.7,1.9,0.0,,Feb 04/b,20.0,0.62,4.2,2.3,1.1,4.2,12.3,8.3,654270.0,30250000.0,1.6,1.8,-5.17,88.0,-2.48,34190000.0,0.74,56.64,5.97,17.0,-1.1,5.97,60.76,2.7,0.38,0.82,0.81,-1.31,85.29,1.02,1.93,0.49,64.15,-0.26,38.53,6.24,0.01,0.34,0
67,BDC,6.05%,February3,1,Industrial Goods,2280000000.0,0.20499305335189485,0.000401156907476737,-0.0006497697395388968,0.0934272020593718,0.051491812663208784,2-Buy ,HOLD,,D,Belden Inc.,Industrial Electrical Equipment,USA,,50.11,45478.0,Tomorrow Before Market EPS,10.16,-3.06,7.3,63.8,10.93,1.92,7.68,18.02,0.91,,4.6,1.9,1.23,0.41,Feb 04/b,38.5,1.23,-4.1,-8.5,1.4,-5.8,-15.8,8.2,231340.0,44670000.0,5.81,1.74,0.0,,-0.22,46270000.0,11.22,7.55,-10.42,-3.64,-2.2,-10.42,-8.1,3.0,0.54,2.27,2.66,-22.21,20.58,1.33,2.43,0.89,37.22,-5.26,-6.17,-6.78,0.66,6.05,1
68,BP,4.73%,February3,1,Basic Materials,123170000000.0,-0.0827490545405973,0.006674620003650489,0.0466643490542386,-0.015912274925875342,-0.012989310239318002,3-Hold ,BUY,,F,BP p.l.c.,Major Integrated Oil & Gas,United Kingdom,25.62,35.29,6420817.0,Tomorrow Before Market EPS,31.5,14.6,-17.8,115.0,10.88,1.25,6.22,129.79,0.44,0.81,-4.7,1.2,0.77,6.81,Feb 04/b,15.7,0.67,3.4,1.7,0.9,1.7,4.8,4.6,7440000.0,3340000000.0,0.1,0.5,0.0,11.4,0.15,3410000000.0,0.44,-7.36,-4.27,-6.06,-5.25,-4.27,-12.14,2.3,2.35,1.01,1.06,-22.3,-1.3,0.52,0.79,-0.69,23.63,-7.97,-10.12,-6.99,-1.72,4.73,1
69,CLX,5.52%,February3,1,Consumer Goods,19790000000.0,0.11768507664549233,0.13807151847010704,-0.01845907666465792,0.05016650930075331,0.02691633558142233,4-Sell ,HOLD,,C,The Clorox Company,Housewares & Accessories,USA,24.96,156.32,462098.0,Tomorrow Before Market EPS,2.84,5.18,7.5,12.0,24.35,36.0,131.95,70.94,3.21,8.79,2.4,0.9,5.0,2.7,Feb 04/b,44.1,4.18,16.5,13.2,0.5,15.7,123.6,25.3,898080.0,125370000.0,7.48,0.2,-9.47,82.4,1.41,125820000.0,10.45,0.75,2.46,4.32,-0.61,2.46,6.02,3.2,1.43,1.27,1.32,-6.25,8.57,2.05,0.39,0.22,54.67,0.28,1.88,2.5,-0.75,5.52,1
70,CMCO,6.25%,February3,1,Industrial Goods,844660000.0,0.08792706550697663,,0.005794665780285868,0.013923231248251492,0.008102770286920228,3-Hold ,STRONG BUY,,C,Columbus McKinnon Corporation,Farm & Construction Machinery,USA,15.83,35.36,22028.0,Tomorrow Before Market EPS,20.0,13.64,2.6,2.1,10.68,1.78,11.73,11.68,0.99,0.79,8.5,1.7,0.59,0.69,Feb 04/b,34.9,0.45,9.8,6.3,1.0,5.1,12.3,7.9,156630.0,22850000.0,2.59,2.0,-8.95,,1.97,24140000.0,3.78,-4.79,-12.59,-8.16,-5.43,-12.59,-3.34,1.5,0.41,2.91,2.85,-18.19,14.6,1.04,1.7,0.6,33.57,-6.4,-7.04,-10.27,0.14,6.25,1
71,CMI,0.90%,February3,1,Industrial Goods,25450000000.0,0.20294568120360573,0.2477819323939912,-0.03346177691764751,-0.0004189541383918065,-0.006597643033393596,3-Hold ,HOLD,,D,Cummins Inc.,Diversified Machinery,USA,10.23,161.67,642976.0,Tomorrow Before Market EPS,0.05,-13.37,10.8,24.3,12.41,3.19,13.66,13.78,1.06,204.63,6.6,1.5,0.34,3.28,Feb 04/b,25.8,0.21,12.8,10.5,1.0,12.8,32.5,22.7,1100000.0,152730000.0,3.34,0.1,0.0,86.8,-0.23,159070000.0,4.66,0.15,-10.61,-8.37,-5.43,-10.61,8.74,2.7,1.58,1.77,1.73,-13.46,14.49,3.27,1.14,0.84,29.64,-5.38,-3.38,-8.72,0.17,0.9,0
72,CNC,-1.24%,February3,1,Healthcare,37090000000.0,-0.031229426884757626,-0.000987404966118837,0.04770598550157956,0.022183707986976896,0.0200931893870882,3-Hold ,BUY,,C,Centene Corporation,Health Care Plans,USA,19.49,62.56,1283856.0,Tomorrow Before Market EPS,14.86,9.06,25.8,13.5,13.04,2.11,5.28,47.31,0.51,1.31,40.8,1.0,0.57,,Feb 04/b,18.2,0.57,2.6,1.9,1.0,4.1,11.5,5.6,4730000.0,574060000.0,8.48,2.0,-2.47,71.7,0.09,590500000.0,10.3,22.32,-0.1,16.23,-5.7,-0.1,-3.79,1.7,0.75,2.69,2.83,-9.63,50.34,1.76,0.94,0.86,45.44,-2.83,17.11,0.7,-1.22,-1.24,0
