results,Stock Name,Change,Date,QT,Sector,Market Cap,Ticker Twitter Sentiment,Company Name Twitter Sentiment,Week's Headline Sentiment,Month's Headline Sentiment,Quarter's Headline Sentiment,Zacks Ranks,Yahoo Ranks,The Street Ranks,Investor Place,Company,Industry,Country,P/E,Price,Volume,EPS Time,EPS next 5Y,EPS next Y,EPS past 5Y,EPS this Y,Fwd P/E,P/B,P/C,P/FCF,P/S,PEG,Sales past 5Y,Curr R,Debt/Eq,Divident,Earnings,Gross M,LTDebt/Eq,Oper M,Profit M,Quick R,ROA,ROE,ROI,Avg Volume,Float,Float Short,Insider Own,Insider Trans,Inst Own,Inst Trans,Outstanding,Short Ratio,Perf Half,Perf Month,Perf Quart,Perf Week,Perf YTD,Perf Year,Recom,Rel Volume,Volatility M,Volatility W,52W High,52W Low,ATR,Beta,Gap,RSI,SMA20,SMA200,SMA50,from Open,pricediff
4,SITO,4.15%,2-Jan,1,Technology,6.94M,-0.049005211,0.001466425,0.014315584,0.032219526,-0.006582107,3-Hold ,STRONG BUY,,D,"SITO Mobile, Ltd.",Wireless Communications,USA,,0.3,"164,477",Today After Market EPS,30.00%,,-16.90%,-124.90%,,1.11,8.67,,0.16,,32.10%,0.9,0.18,,Jan 02/a,40.60%,0,-35.00%,-34.20%,0.9,-63.10%,-139.70%,-141.60%,134.43K,23.10M,5.09%,0.70%,,11.20%,-4.63%,25.00M,8.75,-62.99%,-31.69%,-69.16%,-0.82%,-69.16%,-69.16%,1,3.3,15.15%,16.41%,-87.87%,19.40%,0.05,0.9,13.47%,41.22,-3.53%,-67.61%,-35.74%,-5.24%,4.15
0,EXFO,-13.06%,8-Jan,1,Technology,273.27M,0.020349476,0.003175212,0.02486387,0.021908362,0.01274933,3-Hold ,HOLD,,B,EXFO Inc.,Communication Equipment,Canada,,4.9,"288,287",Today After Market EPS,5.00%,17.85%,-40.60%,76.20%,14,1.57,14.09,28.17,0.95,,4.50%,1.5,0.06,,Jan 07/a,58.10%,0.02,1.70%,-0.90%,1,-0.90%,-1.50%,-0.10%,29.59K,19.29M,0.00%,61.80%,0.00%,26.90%,3.36%,55.77M,0,24.37%,11.74%,31.37%,6.99%,5.97%,63.33%,2.8,9.74,2.81%,2.08%,-1.41%,63.33%,0.13,1.21,2.48%,70.71,9.44%,21.07%,12.22%,-1.01%,-13.06
0,GBX,-9.86%,8-Jan,1,Services,1.04B,0.203528384,8.47E-05,0.009983111,0.015999864,0.008931743,3-Hold ,HOLD,,F,"The Greenbrier Companies, Inc.",Railroads,USA,12.95,31.25,"395,726",Tomorrow Before Market EPS,7.00%,-6.93%,-9.00%,-44.60%,11.94,0.85,3.14,,0.34,1.85,6.60%,,0.67,3.20%,Jan 08/b,12.10%,0.64,6.10%,2.30%,,2.70%,5.60%,6.70%,299.68K,32.00M,4.89%,0.80%,-2.86%,90.10%,-0.04%,33.13M,5.22,8.21%,12.86%,14.47%,-0.86%,-3.64%,-24.17%,2.8,1.32,2.88%,2.93%,-31.99%,46.71%,0.97,2.16,0.00%,50.21,0.19%,5.28%,3.19%,0.32%,-9.86
3,LEN,0.79%,8-Jan,1,Industrial Goods,17.51B,0.104324175,-0.084719888,-0.009107832,0.005333293,0.026396894,3-Hold ,BUY,,B,Lennar Corporation,Residential Construction,USA,9.4,57.14,"5,022,461",Tomorrow Before Market EPS,7.00%,9.56%,21.40%,67.50%,9.43,1.18,16.75,,0.81,1.34,28.20%,,0.67,0.28%,Jan 08/b,14.10%,0.54,8.60%,6.50%,,4.80%,9.40%,7.30%,3.07M,289.37M,4.65%,1.00%,-2.27%,,0.32%,306.43M,4.39,20.62%,-4.45%,-3.69%,2.51%,2.42%,34.83%,2,1.64,2.04%,2.16%,-8.77%,38.79%,1.16,1.04,0.07%,48.81,-0.03%,6.74%,-2.43%,-1.64%,0.79
3,MSM,0.09%,8-Jan,1,Services,4.26B,-0.278389052,0.00029555,0.000372955,0.005227339,0.078805802,4-Sell ,HOLD,,D,"MSC Industrial Direct Co., Inc.",Industrial Equipment Wholesale,USA,14.59,75.93,"979,566",Tomorrow Before Market EPS,1.50%,5.86%,6.70%,2.30%,14.36,2.83,131.85,32.54,1.27,9.73,3.80%,2.7,0.3,3.95%,Jan 08/b,42.60%,0.18,11.90%,8.60%,1.4,12.50%,20.30%,15.90%,491.46K,44.36M,6.24%,0.70%,-2.44%,98.70%,0.33%,56.09M,5.63,5.06%,5.78%,11.12%,-3.90%,-3.24%,-1.18%,3.2,1.99,1.63%,1.56%,-12.59%,17.56%,1.26,0.9,-0.22%,46.04,-0.59%,2.69%,0.98%,-0.60%,0.09
2,RPM,-1.67%,8-Jan,1,Basic Materials,9.83B,0.412673301,0.029081255,0.007397089,0.012697635,0.031078153,3-Hold ,BUY,,B,RPM International Inc.,Specialty Chemicals,USA,33.63,74.97,"1,364,066",Tomorrow Before Market EPS,14.70%,22.46%,-2.20%,-23.70%,18.19,7.19,46.34,,1.76,2.29,4.90%,1.6,1.94,1.92%,Jan 08/b,41.00%,1.5,,,1,,,9.20%,660.32K,127.97M,1.54%,1.10%,-1.32%,77.80%,0.07%,131.11M,2.98,22.48%,2.25%,10.23%,-1.58%,-2.33%,41.96%,2.4,2.07,1.38%,1.72%,-3.23%,44.31%,1.11,1.24,0.37%,49.98,-0.31%,13.83%,1.13%,-0.09%,-1.67
3,SCHN,0.05%,8-Jan,1,Basic Materials,588.72M,0.159642278,0.000344446,0.002398653,-0.000587403,-0.029495545,3-Hold ,HOLD,,D,"Schnitzer Steel Industries, Inc.",Steel & Iron,USA,10.8,21.66,"291,616",Tomorrow Before Market EPS,10.00%,55.11%,44.00%,-51.90%,13.09,0.85,47.48,19.96,0.28,1.08,-3.40%,1.7,0.15,3.46%,Jan 08/b,12.90%,0.15,3.90%,2.60%,1,5.10%,8.20%,8.30%,199.59K,26.09M,7.88%,5.10%,-4.67%,94.50%,0.43%,27.18M,10.3,-12.06%,-0.73%,9.78%,-0.78%,-0.09%,-4.75%,3.3,1.46,2.18%,2.16%,-21.15%,15.95%,0.5,1.35,-0.28%,45.78,-1.46%,-6.14%,-0.14%,0.42%,0.05
4,STZ,3.64%,8-Jan,1,Consumer Goods,34.82B,0.003790504,0.009173707,-0.045125168,0.007431836,0.011114714,3-Hold ,BUY,,C,"Constellation Brands, Inc.",Beverages - Wineries & Distillers,USA,63.57,183.6,"2,278,562",Tomorrow Before Market EPS,6.11%,7.96%,12.10%,79.30%,19.97,3.09,400.18,39,4.24,10.41,10.80%,1.6,1.14,1.63%,Jan 08/b,49.70%,1.07,28.70%,9.40%,1,2.70%,6.50%,6.40%,1.07M,151.47M,4.81%,0.40%,-20.80%,85.00%,0.09%,189.63M,6.82,-7.29%,0.62%,-2.72%,-2.53%,-3.24%,7.92%,2.1,2.13,1.64%,2.21%,-14.40%,22.10%,3.24,0.73,-0.64%,42.36,-1.13%,-5.44%,-1.53%,-2.95%,3.64
5,UNF,6.24%,8-Jan,1,Consumer Goods,3.86B,-0.266910616,0.000554612,0.010700889,-0.043088616,-0.036465531,3-Hold ,,,B,UniFirst Corporation,Textile - Apparel Clothing,USA,21.82,203.53,"68,820",Tomorrow Before Market EPS,10.00%,5.24%,9.40%,29.60%,24.11,2.36,10.02,25.06,2.13,2.18,5.30%,4.8,0,0.29%,Jan 08/b,37.00%,0,12.80%,9.90%,4.3,9.10%,11.20%,10.60%,80.98K,15.15M,1.51%,0.90%,-10.81%,98.10%,0.09%,18.96M,2.83,8.58%,-1.66%,8.07%,-0.03%,0.77%,51.26%,,0.85,1.61%,1.68%,-5.07%,52.80%,3.43,0.69,-0.53%,42.76,-1.42%,9.84%,-1.26%,0.80%,6.24
1,WBA,-5.84%,8-Jan,1,Services,52.65B,0.095554132,-0.045630771,0.01178789,-0.048480209,-0.070314264,3-Hold ,HOLD,,F,"Walgreens Boots Alliance, Inc.",Drug Stores,USA,13.79,59.29,"4,360,665",Tomorrow Before Market EPS,2.51%,3.85%,14.50%,-12.40%,9.63,2.27,51.47,23.4,0.38,5.51,12.40%,0.7,0.72,3.09%,Jan 08/b,22.00%,0.47,3.70%,2.90%,0.4,5.80%,16.20%,10.90%,5.64M,739.55M,2.63%,0.20%,-20.20%,63.40%,0.03%,887.99M,3.44,6.83%,0.32%,12.38%,0.65%,0.56%,-15.26%,3.2,0.77,1.60%,1.67%,-20.89%,20.93%,0.98,0.9,-0.62%,55.25,1.44%,7.61%,0.47%,0.12%,-5.84
3,ADXS,0.01%,9-Jan,1,Healthcare,60.07M,0.157931562,-0.0256576,0.000728775,-0.003891641,-0.001547112,,BUY,,D,"Advaxis, Inc.",Biotechnology,USA,,1.15,"2,367,116",Today After Market EPS,,0.00%,40.40%,94.40%,,1.26,,,2.87,,83.60%,8,0,,Jan 09/a,,0,,-79.50%,8,-33.00%,-39.20%,-49.70%,7.97M,48.84M,6.34%,0.57%,0.00%,16.30%,,48.84M,0.39,-28.07%,60.37%,221.99%,43.41%,43.41%,-76.58%,2,0.81,18.53%,20.71%,-89.35%,460.65%,0.16,4.12,-3.25%,68.26,44.83%,-24.33%,100.23%,-3.37%,0.01
0,AEHR,-8.83%,9-Jan,1,Technology,45.31M,0.205480184,0.004630967,0.004044319,0.023741352,0.009482853,,,,B,Aehr Test Systems,Semiconductor Equipment & Materials,USA,,2.02,"74,985",Today After Market EPS,20.00%,100.00%,-53.70%,176.90%,10.05,3,,,2.08,,1.40%,4,0,,Jan 09/a,38.10%,0,-18.50%,-18.90%,2,-16.80%,-25.90%,-32.40%,90.45K,20.16M,0.98%,2.80%,-14.16%,25.10%,,22.54M,2.19,28.03%,5.24%,15.52%,0.50%,0.50%,47.79%,,2.58,5.95%,8.76%,-10.79%,101.81%,0.12,0.72,-0.50%,60.94,5.43%,25.68%,8.02%,3.93%,-8.83
2,FC,-0.09%,9-Jan,1,Services,449.95M,0.147323886,0.094130807,-0.142237869,-0.08498899,0.004550702,3-Hold ,,,B,Franklin Covey Co.,Education & Training Services,USA,,33.66,"26,465",Today After Market EPS,15.00%,97.73%,-15.60%,86.50%,42.5,5.67,16.24,17.11,2,,1.90%,1.2,0.47,,Jan 09/a,70.70%,0.39,1.20%,-0.50%,1.1,-0.50%,-1.30%,0.90%,51.62K,11.81M,0.67%,12.80%,0.00%,48.90%,0.14%,13.52M,1.54,-4.12%,-10.71%,-2.06%,3.26%,3.26%,44.76%,,1.4,2.51%,2.76%,-19.63%,49.49%,0.85,0.79,0.30%,39.64,-1.49%,-0.54%,-7.23%,0.76%,-0.09
3,INFY,2.48%,9-Jan,1,Technology,42.80B,0.127708257,0.170482548,0.001348862,0.003848437,0.003208441,4-Sell ,HOLD,,C,Infosys Limited,Information Technology Services,India,20.06,10.35,"6,591,256",Tomorrow Before Market EPS,8.00%,10.19%,147.20%,-0.30%,16.96,5.05,15.56,145.24,3.49,2.51,151.30%,2.5,0.07,2.18%,Jan 10/b,33.40%,0.06,21.00%,17.70%,2.5,18.30%,25.10%,19.30%,15.53M,4.01B,1.22%,18.20%,0.00%,18.70%,-0.24%,4.24B,3.15,-3.72%,1.51%,-9.26%,-2.23%,-2.23%,4.05%,2.7,1.16,1.06%,0.93%,-14.32%,18.15%,0.12,0.49,1.09%,60.44,1.49%,-2.64%,4.31%,1.47%,2.48
1,KBH,-3.48%,9-Jan,1,Industrial Goods,3.23B,0.102478197,0.030416099,0.061754734,0.045252936,0.021558828,3-Hold ,BUY,,A,KB Home,Residential Construction,USA,14.58,37.17,"749,154",Today After Market EPS,7.60%,20.47%,43.80%,52.30%,10.88,1.44,17.49,,0.74,1.92,16.70%,,0.82,0.97%,Jan 09/a,18.00%,0.82,4.80%,4.00%,,3.50%,8.00%,6.50%,1.53M,70.30M,4.21%,2.10%,-24.42%,97.30%,0.32%,87.38M,1.93,40.58%,8.22%,9.18%,7.97%,7.97%,75.19%,2.5,1.34,2.31%,2.23%,-0.75%,92.78%,0.82,1.1,1.19%,70.67,7.44%,25.82%,7.48%,-0.85%,-3.48
0,PIXY,-10.75%,9-Jan,1,Services,17.52M,-0.048133749,0.047277577,-0.005098996,-0.002513126,-0.002513126,,,,D,"ShiftPixy, Inc.",Staffing & Outsourcing Services,USA,,18.9,"131,274",Tomorrow Before Market EPS,,-991.40%,,2.00%,,,10.95,,0.33,,,0.4,,,Jan 10/b,23.20%,,-24.00%,-35.00%,0.4,-97.00%,256.60%,136.10%,39.33K,0.31M,0.92%,31.30%,-66.21%,2.70%,-22.17%,0.91M,0.07,-27.94%,109.15%,6.94%,122.80%,122.80%,-70.83%,,9.04,13.79%,17.73%,-74.46%,168.85%,2.27,,-8.62%,80.33,113.98%,-10.88%,76.93%,7.45%,-10.75
1,PSMT,-5.51%,9-Jan,1,Services,2.15B,0.013545928,0.000224922,0.00244328,0.004662002,-0.021968309,,BUY,,C,"PriceSmart, Inc.","Discount, Variety Stores",USA,29.65,68.39,"43,416",Today After Market EPS,15.00%,13.63%,-5.40%,-15.60%,21.47,2.61,17.99,253.35,0.67,1.98,5.10%,1.2,0.12,1.02%,Jan 09/a,16.40%,0.08,3.60%,2.20%,0.4,5.70%,9.30%,8.40%,187.46K,24.47M,3.46%,14.90%,-5.52%,87.70%,-0.30%,31.25M,4.51,24.21%,-7.75%,2.09%,-2.97%,-2.97%,11.00%,2.5,0.64,2.06%,2.56%,-14.48%,42.18%,1.59,0.91,-0.48%,32.53,-4.30%,8.68%,-6.47%,-0.36%,-5.51
5,SLP,8.46%,9-Jan,1,Technology,534.89M,0.014777861,0.010109529,-0.005096017,0.010669251,-0.007663902,3-Hold ,BUY,,A,"Simulations Plus, Inc.",Business Software & Services,USA,64.42,31.2,"35,563",Today After Market EPS,20.00%,25.93%,20.90%,14.20%,45,14.23,46.92,73.27,15.73,3.22,24.30%,4.4,0,0.78%,Jan 09/a,73.40%,0,31.10%,25.30%,4.4,19.50%,24.60%,23.00%,113.78K,12.54M,8.52%,28.20%,-1.92%,47.00%,0.91%,17.48M,9.39,4.22%,-6.05%,-8.57%,5.26%,5.26%,49.71%,2,0.86,4.03%,5.51%,-25.47%,71.69%,1.36,-0.47,0.59%,45.16,-4.09%,1.14%,-6.37%,1.58%,8.46
5,SNX,13.32%,9-Jan,1,Technology,6.52B,0.273744733,-0.022593466,-0.202631345,-0.134345998,0.05883054,3-Hold ,STRONG BUY,,B,SYNNEX Corporation,Information Technology Services,USA,14.24,128.1,"132,184",Today After Market EPS,11.35%,4.63%,14.90%,6.40%,9.63,1.78,,,0.29,1.25,13.10%,1.6,0.92,1.18%,Jan 09/a,12.10%,0.77,3.10%,1.80%,1,3.60%,11.60%,6.20%,285.96K,41.16M,4.04%,0.80%,-13.32%,79.40%,0.01%,51.36M,5.81,32.12%,0.94%,14.40%,-1.44%,-1.44%,52.20%,1.1,1.26,1.50%,1.51%,-2.10%,63.22%,2.04,1,0.65%,55.36,-0.21%,22.32%,3.52%,0.34%,13.32
0,VOXX,-7.31%,9-Jan,1,Consumer Goods,112.76M,0.11052615,,0.036592443,0.035125128,0.019191807,,,,C,VOXX International Corporation,Auto Parts,USA,,4.8,"17,416",Today After Market EPS,10.00%,,-11.40%,,,0.29,2.87,27.5,0.27,,-11.20%,2.6,0.04,,Jan 09/a,26.70%,0.02,-9.40%,-7.50%,1.3,-6.10%,-7.60%,-9.10%,48.54K,19.59M,0.50%,1.10%,1.91%,60.60%,-0.01%,24.25M,2.01,12.59%,3.10%,3.79%,6.16%,6.16%,5.92%,,1.09,3.47%,4.24%,-10.94%,41.56%,0.18,0.98,-0.22%,64.2,7.03%,8.21%,4.41%,4.03%,-7.31
1,WDFC,-3.56%,9-Jan,1,Basic Materials,2.61B,0.002007747,0.228215073,0.018872258,-0.122656863,-0.0406976,3-Hold ,HOLD,,C,WD-40 Company,Specialty Chemicals,USA,40.84,191.91,"31,743",Today After Market EPS,10.00%,12.19%,10.10%,12.40%,35.32,17.92,95.93,156.24,6.16,4.08,2.00%,2,0.56,1.41%,Jan 09/a,54.90%,0.41,19.40%,13.10%,1.4,18.20%,36.60%,29.20%,85.73K,13.45M,15.35%,1.80%,-0.57%,88.60%,0.12%,13.75M,24.08,8.35%,-2.77%,3.14%,-2.26%,-2.26%,5.73%,2.5,1.01,1.38%,1.86%,-3.90%,24.55%,2.74,0.21,0.13%,48.15,-1.27%,7.88%,0.44%,0.89%,-3.56
0,AFH,-7.17%,13-Jan,1,Financial,6.97M,0.381653283,-0.152426245,0.008154581,0.005940546,0.015979283,,HOLD,,F,"Atlas Financial Holdings, Inc.",Property & Casualty Insurance,USA,,0.68,"150,986",Today After Market EPS,,,19.08%,,,0.14,,,0.03,,,,,,Jan 13/a,,,,,,,,,137.92K,10.17M,0.29%,10.05%,0.00%,17.74%,,11.94M,0.22,-9.53%,21.67%,42.44%,26.65%,35.31%,-93.81%,3,2.95,12.71%,13.22%,-93.49%,106.00%,0.06,,2.74%,78.62,51.20%,-3.46%,33.47%,13.33%,-7.17
1,APHA,-5.78%,13-Jan,1,Healthcare,1.25B,0.23672876,0.467330723,-0.03460346,-0.059036151,-0.045674665,3-Hold ,,,C,Aphria Inc.,Drug Manufacturers - Other,Canada,16.52,5.18,"3,685,519",Tomorrow Before Market EPS,,,,,,0.92,,,,,,,,,Jan 14/b,,,,,,,,,5.15M,251.19M,14.15%,3.02%,,14.70%,,252.48M,6.9,-20.58%,-0.20%,6.93%,-0.40%,-5.36%,-24.92%,,1.96,5.89%,5.71%,-52.43%,38.54%,0.27,,0.61%,56.92,4.75%,-16.66%,7.69%,4.81%,-5.78
3,C,2.87%,13-Jan,1,Financial,174.83B,0.159045966,0.004031638,0.029722634,0.02814341,0.02814341,3-Hold ,BUY,,C,Citigroup Inc.,Money Center Banks,USA,10.41,79.82,"7,161,448",Tomorrow Before Market EPS,13.06%,8.69%,9.40%,22.40%,9.47,0.99,0.22,,2.28,0.8,2.40%,,1.34,2.57%,Jan 14/b,,1.34,50.90%,23.30%,,0.90%,10.10%,8.50%,11.69M,2.18B,0.90%,0.10%,0.00%,79.90%,-0.01%,2.21B,1.67,10.42%,4.58%,15.49%,-0.56%,-0.80%,40.41%,2,1.67,1.24%,1.24%,-1.70%,43.40%,1.14,1.77,0.00%,59.22,1.31%,14.27%,4.61%,0.79%,2.87
4,DAL,4.14%,13-Jan,1,Services,38.27B,-0.147100522,-0.020669064,-0.021117863,-0.027291369,-0.027291369,2-Buy ,BUY,,C,"Delta Air Lines, Inc.",Major Airlines,USA,8.3,59.47,"2,805,716",Tomorrow Before Market EPS,12.14%,2.92%,-14.30%,13.90%,8.21,2.54,,6.2,0.83,0.68,3.30%,0.3,0.67,2.72%,Jan 14/b,54.20%,0.53,13.70%,10.20%,0.3,7.60%,33.90%,17.30%,5.44M,644.53M,2.78%,0.10%,-14.95%,90.00%,-0.11%,646.00M,3.29,-3.91%,6.68%,11.56%,2.03%,1.30%,21.57%,2.1,1.42,1.63%,1.78%,-6.24%,28.19%,1.05,1.1,-0.35%,60.54,1.57%,4.15%,3.79%,0.76%,4.14
2,FGP,0.00%,13-Jan,1,Basic Materials,35.96M,0.17917308,0.006517614,0.119158795,0.060537041,-0.069028472,,SELL,,,"Ferrellgas Partners, L.P.",Oil & Gas Refining & Marketing,USA,,0.37,0,Tomorrow Before Market EPS,34.20%,,-10.71%,,,,,,0.02,,,,,,Jan 14/b,,,,,,,,,469.73K,69.70M,2.21%,28.50%,0.00%,2.12%,,97.15M,3.28,-61.54%,-19.37%,-60.72%,5.77%,9.85%,-70.39%,4,0.73,10.49%,15.87%,-80.21%,23.37%,0.04,,0.00%,42.46,-3.09%,-57.37%,-26.07%,0.00%,0
4,FRC,4.66%,13-Jan,1,Financial,19.47B,0.137729696,0.196690888,0.004756842,0.040562228,-0.001590695,3-Hold ,HOLD,,B,First Republic Bank,Money Center Banks,USA,22.42,114.82,"413,805",Tomorrow Before Market EPS,7.70%,4.44%,9.20%,5.60%,21.51,2.31,5.91,23.72,5.61,2.91,17.50%,,0.15,0.66%,Jan 14/b,,0.15,72.30%,23.70%,,0.80%,10.40%,23.70%,969.99K,166.37M,6.85%,0.30%,0.00%,,0.04%,170.36M,11.76,13.58%,0.99%,21.35%,-2.86%,-2.68%,32.83%,2.8,1.16,1.25%,1.20%,-3.03%,37.24%,1.52,0.91,0.13%,48,-1.56%,12.92%,2.13%,0.34%,4.66
2,INFO,-1.31%,13-Jan,1,Services,31.35B,0.053964011,0.007842834,-0.05496747,0.000526756,0.004507319,3-Hold ,BUY,,A,IHS Markit Ltd.,Business Services,United Kingdom,84.97,79.01,"775,498",Tomorrow Before Market EPS,11.74%,10.88%,1.90%,-1.50%,27.33,3.81,252.65,27.77,7.19,7.24,30.40%,0.7,0.61,,Jan 14/b,62.00%,0.61,21.00%,8.70%,0.7,2.40%,4.60%,4.50%,1.61M,373.38M,3.33%,0.30%,-21.07%,99.50%,0.22%,400.63M,7.72,19.35%,6.72%,15.14%,3.22%,3.86%,56.87%,2.2,1.32,1.17%,1.14%,0.36%,61.06%,0.94,0.8,0.33%,81.77,4.54%,21.62%,8.17%,0.67%,-1.31
3,JPM,2.10%,13-Jan,1,Financial,431.08B,0.072909543,-0.00636891,-0.003696583,-0.006833127,-0.006833127,2-Buy ,HOLD,,B,JPMorgan Chase & Co.,Money Center Banks,USA,13.39,135.93,"4,097,435",Tomorrow Before Market EPS,6.32%,1.61%,15.70%,31.50%,12.77,1.84,0.39,,5.06,2.12,8.00%,,1.26,2.65%,Jan 14/b,,1.26,60.70%,39.00%,,1.20%,14.20%,8.20%,10.41M,3.11B,0.99%,0.10%,-5.82%,74.70%,0.11%,3.17B,2.96,18.01%,1.17%,19.14%,-1.64%,-2.39%,35.54%,2.7,1.08,1.20%,1.24%,-3.73%,38.49%,1.85,1.16,0.04%,48.38,-1.49%,15.32%,1.78%,-0.21%,2.1
5,LMNR,7.62%,13-Jan,1,Consumer Goods,327.75M,0.101216107,,-0.041781022,-0.00033937,0.091791655,3-Hold ,BUY,,D,Limoneira Company,Farm Products,USA,,18.68,"17,370",Today After Market EPS,15.00%,195.60%,9.80%,37.40%,42.19,1.51,364.17,,2.19,,8.80%,1.3,0.53,1.64%,Jan 13/a,6.30%,0.51,-7.70%,-4.40%,1.2,-1.70%,-3.10%,2.00%,37.81K,15.27M,5.70%,1.90%,-2.58%,60.80%,0.03%,17.90M,23.02,-6.01%,-9.98%,-0.65%,-3.83%,-4.78%,-16.96%,1.7,1.31,2.65%,2.91%,-27.17%,9.56%,0.52,0.98,3.11%,42.43,-3.06%,-5.80%,-3.22%,-1.06%,7.62
3,SPN,0.09%,13-Jan,1,Basic Materials,79.91M,0.279496147,0.003681071,0.000321402,-0.000302544,3.12E-05,3-Hold ,HOLD,,,"Superior Energy Services, Inc.",Oil & Gas Equipment & Services,USA,,5.32,"24,892",Today After Market EPS,,38.90%,-17.04%,-222.30%,,0.61,0.31,,0.04,,-13.30%,2.5,0,,Jan 13/a,30.10%,8.99,-44.00%,-48.60%,2.1,-41.60%,-420.90%,-48.10%,153.85K,11.64M,12.67%,5.00%,,12.50%,-1.63%,14.45M,9.59,-52.74%,70.15%,47.47%,1.28%,10.38%,-86.35%,2.7,0.44,14.66%,8.50%,-90.55%,660.00%,0.53,3.07,-2.35%,64.9,12.39%,-59.56%,31.85%,-1.48%,0.09
4,TEDU,4.60%,13-Jan,1,Services,132.71M,0.018266132,0.000175863,0.002297456,0.002806222,0.008833971,,STRONG SELL,,D,"Tarena International, Inc.",Education & Training Services,China,,2.57,"114,552",Today After Market EPS,-1.25%,75.50%,51.12%,-449.80%,,1.01,1.4,,0.41,,89.00%,0.9,0.01,,Jan 13/a,58.90%,0,-26.80%,-26.60%,0.9,-27.00%,-50.00%,-65.80%,207.34K,15.30M,2.70%,19.49%,0.00%,27.20%,-1.00%,51.84M,1.99,103.17%,194.29%,150.98%,3.23%,30.61%,-61.50%,5,1.61,15.00%,10.86%,-62.72%,277.56%,0.24,1.05,0.00%,82.72,50.33%,19.16%,119.29%,1.37%,4.6
1,WFC,-4.05%,13-Jan,1,Financial,223.01B,0.154460479,-0.061634679,-0.079432554,0.01995462,-0.01889206,3-Hold ,HOLD,,D,Wells Fargo & Company,Money Center Banks,USA,11.32,51.91,"9,584,062",Tomorrow Before Market EPS,6.12%,-5.27%,2.10%,19.20%,12.17,1.33,0.56,176.86,3.31,1.85,6.50%,,1.34,3.89%,Jan 14/b,,1.34,68.40%,31.30%,,1.10%,12.10%,10.60%,18.18M,4.22B,0.96%,78.23%,0.00%,77.90%,-0.04%,4.25B,2.22,10.85%,-2.22%,7.91%,-1.72%,-2.42%,9.95%,3.3,1.44,1.21%,1.04%,-5.22%,19.73%,0.7,1.1,-0.10%,33.03,-3.14%,6.10%,-3.12%,-1.07%,-4.05
2,WIT,-2.93%,13-Jan,1,Technology,20.18B,-0.282520017,0.100503519,0.019707359,0.019196317,0.05186935,4-Sell ,SELL,,D,Wipro Limited,Information Technology Services,India,16.68,3.91,"122,630",Tomorrow Before Market EPS,9.00%,5.46%,4.70%,20.80%,15.42,3.17,4.41,14.17,2.4,1.85,6.20%,2.4,0.22,0.26%,Jan 14/b,29.40%,0.06,18.00%,16.60%,2.4,12.00%,17.90%,11.20%,1.20M,1.69B,0.73%,79.00%,0.00%,2.40%,0.89%,5.21B,10.36,-7.86%,5.45%,6.61%,2.11%,3.20%,1.38%,4,0.28,1.24%,1.10%,-15.35%,11.54%,0.05,0.54,0.78%,63.93,3.13%,-2.57%,3.38%,0.38%,-2.93
2,BAC,-1.93%,14-Jan,1,Financial,318.00B,0.076008983,0.005122803,0.011077757,0.007514707,0.007514707,2-Buy ,BUY,,C,Bank of America Corporation,Money Center Banks,USA,12.92,35.53,"27,844,316",Tomorrow Before Market EPS,7.40%,11.00%,23.60%,49.90%,11.66,1.33,0.43,,4.41,1.75,3.90%,,1.93,2.05%,Jan 15/b,,0.96,63.10%,36.40%,,1.10%,10.70%,5.30%,45.70M,8.99B,1.05%,0.09%,-0.60%,71.90%,-0.04%,9.07B,2.06,19.99%,4.22%,21.27%,0.60%,-0.45%,34.69%,2.4,1.68,1.25%,1.29%,-0.49%,38.79%,0.46,1.58,0.63%,62.96,1.46%,17.84%,5.00%,0.75%,-1.93
0,BBCP,-8.39%,14-Jan,1,Industrial Goods,313.60M,0.019574937,0.000291605,0.001853359,0.004136451,0.00367887,3-Hold ,STRONG BUY,,D,"Concrete Pumping Holdings, Inc.",General Building Materials,USA,,5.6,"31,236",Today After Market EPS,,124.70%,,,26.44,0.86,69.69,,1.18,,,0.7,1.32,,Jan 14/a,,1.16,,,0.6,,,,100.75K,7.50M,9.31%,26.56%,0.00%,53.00%,0.04%,57.86M,6.93,2.85%,20.44%,51.82%,7.75%,-0.91%,-39.08%,1.2,0.85,5.42%,5.96%,-56.01%,77.23%,0.28,,1.29%,66.6,7.58%,19.13%,23.97%,2.00%,-8.39
3,BLK,2.15%,14-Jan,1,Financial,80.90B,-0.114787742,-0.047608912,-0.09333677,-0.011085485,-0.015487235,2-Buy ,BUY,,D,"BlackRock, Inc.",Asset Management,USA,20.18,520.21,"227,327",Tomorrow Before Market EPS,6.05%,11.39%,9.50%,15.70%,16.9,2.51,17.56,,5.78,3.34,6.90%,,0.18,2.52%,Jan 15/b,81.30%,0.18,37.60%,29.30%,,2.50%,12.80%,11.70%,465.08K,148.54M,0.97%,1.10%,-2.88%,84.80%,0.06%,154.65M,3.1,8.60%,5.91%,20.53%,3.79%,4.06%,31.46%,1.9,1.34,1.15%,1.34%,-0.47%,33.21%,6.63,1.55,-0.57%,70.58,3.24%,13.42%,5.30%,0.16%,2.15
